date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:44:57	28401/28401	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-6ef1%22	https://adminlte.io/themes/dev/AdminLTE/pages/UI/sliders.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/UI/sliders.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:44:58	36276/36276	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-8db4%22	https://adminlte.io/themes/dev/AdminLTE/pages/forms/general.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/forms/general.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:44:58	38101/38101	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-94d5%22	https://adminlte.io/themes/dev/AdminLTE/pages/forms/advanced.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/forms/advanced.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:44:59	23460/23460	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-5ba4%22	https://adminlte.io/themes/dev/AdminLTE/pages/forms/editors.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/forms/editors.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:44:59	33342/33342	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-823e%22	https://adminlte.io/themes/dev/AdminLTE/pages/tables/simple.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/tables/simple.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:44:59	47520/47520	---MCZ	200	added ('OK')	text/html	etag:W/%225b4b9874-b9a0%22	https://adminlte.io/themes/dev/AdminLTE/pages/tables/data.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/tables/data.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:00	28865/28865	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-70c1%22	https://adminlte.io/themes/dev/AdminLTE/pages/calendar.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/calendar.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:00	36959/36959	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-905f%22	https://adminlte.io/themes/dev/AdminLTE/pages/mailbox/mailbox.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/mailbox/mailbox.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:01	27115/27115	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-69eb%22	https://adminlte.io/themes/dev/AdminLTE/pages/mailbox/compose.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/mailbox/compose.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:01	31266/31266	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-7a22%22	https://adminlte.io/themes/dev/AdminLTE/pages/mailbox/read-mail.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/mailbox/read-mail.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:03	26206/26206	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-665e%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/invoice.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/invoice.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:04	36824/36824	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-8fd8%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/profile.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/profile.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:04	3329/3329	---MCZ	200	added ('OK')	text/html	etag:W/%225b4b9874-d01%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/login.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/login.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:05	3741/3741	---MCZ	200	added ('OK')	text/html	etag:W/%225b4b9874-e9d%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/register.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/register.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:05	2352/2352	---MCZ	200	added ('OK')	text/html	etag:W/%225ab979fa-930%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/lockscreen.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/lockscreen.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:05	20666/20666	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-50ba%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/404.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/404.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:06	20618/20618	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-508a%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/500.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/500.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:06	20625/20625	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-5091%22	https://adminlte.io/themes/dev/AdminLTE/pages/examples/blank.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/pages/examples/blank.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:07	12296/12296	---MCZ	200	added ('OK')	text/html	etag:W/%225add2603-3008%22	https://adminlte.io/themes/dev/AdminLTE/starter.html	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/starter.html	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:07	373/373	---M--	200	added ('OK')	image/png	etag:%225ab979fa-175%22	https://adminlte.io/themes/dev/AdminLTE/dist/img/default-150x150.png	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/img/default-150x150.png	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:08	86927/86927	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-1538f%22	https://adminlte.io/themes/dev/AdminLTE/plugins/jquery/jquery.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/jquery/jquery.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:09	70966/70966	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b4b9874-11536%22	https://adminlte.io/themes/dev/AdminLTE/plugins/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/bootstrap/js/bootstrap.bundle.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:09	19718/19718	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b4b9874-4d06%22	https://adminlte.io/themes/dev/AdminLTE/dist/js/adminlte.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/js/adminlte.js	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:11	9228/9228	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf4308b-240c%22	https://adminlte.io/themes/dev/AdminLTE/dist/js/demo.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/js/demo.js	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:12	159638/159638	---MCZ	200	added ('OK')	application/javascript	etag:W/%225add2603-26f96%22	https://adminlte.io/themes/dev/AdminLTE/plugins/chart.js/Chart.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/chart.js/Chart.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:12	3732/3732	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-e94%22	https://adminlte.io/themes/dev/AdminLTE/dist/js/pages/dashboard3.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/js/pages/dashboard3.js	(from https://adminlte.io/themes/dev/AdminLTE/index3.html)
09:45:15	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ab979fa-2876e%22	https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/css/font-awesome.min.css)
09:45:16	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%225ab979fa-17ee8%22	https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/css/font-awesome.min.css)
09:45:16	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ab979fa-2876e%22	https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/css/font-awesome.min.css)
09:45:17	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%225ab979fa-12d68%22	https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/css/font-awesome.min.css)
09:45:19	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225ab979fa-286ac%22	https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/css/font-awesome.min.css)
09:45:19	1428/1428	---MCZ	200	added ('OK')	text/css	etag:W/%225ab979d9-594%22	https://adminlte.io/themes/dev/AdminLTE/plugins/iCheck/flat/blue.css	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/iCheck/flat/blue.css	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:19	428/428	---MCZ	200	added ('OK')	text/css	etag:W/%225ab979fa-1ac%22	https://adminlte.io/themes/dev/AdminLTE/plugins/morris/morris.css	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/morris/morris.css	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:20	824/824	---MCZ	200	added ('OK')	text/css	etag:W/%225ab979fa-338%22	https://adminlte.io/themes/dev/AdminLTE/plugins/jvectormap/jquery-jvectormap-1.2.2.css	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/jvectormap/jquery-jvectormap-1.2.2.css	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:20	33745/33745	---MCZ	200	added ('OK')	text/css	etag:W/%225ab979fa-83d1%22	https://adminlte.io/themes/dev/AdminLTE/plugins/datepicker/datepicker3.css	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/datepicker/datepicker3.css	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:20	6767/6767	---MCZ	200	added ('OK')	text/css	etag:W/%225ab979fa-1a6f%22	https://adminlte.io/themes/dev/AdminLTE/plugins/daterangepicker/daterangepicker-bs3.css	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/daterangepicker/daterangepicker-bs3.css	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:21	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ab979fa-6c7db%22	https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://adminlte.io/themes/dev/AdminLTE/plugins/font-awesome/css/font-awesome.min.css)
09:45:21	2226/2226	---MCZ	200	added ('OK')	text/css	etag:W/%225ab979d9-8b2%22	https://adminlte.io/themes/dev/AdminLTE/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.min.css	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.min.css	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:22	6434/6434	---M--	200	added ('OK')	image/jpeg	etag:%225ab979d8-1922%22	https://adminlte.io/themes/dev/AdminLTE/dist/img/user7-128x128.jpg	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/img/user7-128x128.jpg	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:23	6446/6446	---M--	200	added ('OK')	image/jpeg	etag:%225ab979d8-192e%22	https://adminlte.io/themes/dev/AdminLTE/dist/img/user5-128x128.jpg	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/img/user5-128x128.jpg	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:23	4342/4342	---M--	200	added ('OK')	image/jpeg	etag:%225ab979d8-10f6%22	https://adminlte.io/themes/dev/AdminLTE/dist/img/user6-128x128.jpg	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/img/user6-128x128.jpg	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:25	253668/253668	---M-Z	200	added ('OK')	application/javascript	etag:W/%2257d97c08-3dee4%22	https://code.jquery.com/ui/1.12.1/jquery-ui.min.js	C:/My%20Web%20Sites/AdminLTE/code.jquery.com/ui/1.12.1/jquery-ui.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:25	90647/90647	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a82-16217%22	https://cdnjs.cloudflare.com/ajax/libs/raphael/2.1.0/raphael-min.js	C:/My%20Web%20Sites/AdminLTE/cdnjs.cloudflare.com/ajax/libs/raphael/2.1.0/raphael-min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:26	35652/35652	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-8b44%22	https://adminlte.io/themes/dev/AdminLTE/plugins/morris/morris.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/morris/morris.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:26	43247/43247	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-a8ef%22	https://adminlte.io/themes/dev/AdminLTE/plugins/sparkline/jquery.sparkline.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/sparkline/jquery.sparkline.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:27	33323/33323	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979d9-822b%22	https://adminlte.io/themes/dev/AdminLTE/plugins/jvectormap/jquery-jvectormap-1.2.2.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/jvectormap/jquery-jvectormap-1.2.2.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:28	26222/26222	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-666e%22	https://adminlte.io/themes/dev/AdminLTE/plugins/knob/jquery.knob.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/knob/jquery.knob.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:28	34171/34171	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd49fa-857b%22	https://cdnjs.cloudflare.com/ajax/libs/moment.js/2.10.2/moment.min.js	C:/My%20Web%20Sites/AdminLTE/cdnjs.cloudflare.com/ajax/libs/moment.js/2.10.2/moment.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:28	144313/144313	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979d9-233b9%22	https://adminlte.io/themes/dev/AdminLTE/plugins/jvectormap/jquery-jvectormap-world-mill-en.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/jvectormap/jquery-jvectormap-world-mill-en.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:29	53679/53679	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-d1af%22	https://adminlte.io/themes/dev/AdminLTE/plugins/daterangepicker/daterangepicker.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/daterangepicker/daterangepicker.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:29	46838/46838	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-b6f6%22	https://adminlte.io/themes/dev/AdminLTE/plugins/datepicker/bootstrap-datepicker.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/datepicker/bootstrap-datepicker.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:31	6230/6230	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-1856%22	https://adminlte.io/themes/dev/AdminLTE/plugins/slimScroll/jquery.slimscroll.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/slimScroll/jquery.slimscroll.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:31	210932/210932	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979d9-337f4%22	https://adminlte.io/themes/dev/AdminLTE/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/bootstrap-wysihtml5/bootstrap3-wysihtml5.all.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:32	25965/25965	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-656d%22	https://adminlte.io/themes/dev/AdminLTE/plugins/fastclick/fastclick.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/fastclick/fastclick.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:33	5780/5780	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-1694%22	https://adminlte.io/themes/dev/AdminLTE/dist/js/pages/dashboard.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/js/pages/dashboard.js	(from https://adminlte.io/themes/dev/AdminLTE/index.html)
09:45:33	3477/3477	---M--	200	added ('OK')	image/jpeg	etag:%225ab979d8-d95%22	https://adminlte.io/themes/dev/AdminLTE/dist/img/user4-128x128.jpg	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/img/user4-128x128.jpg	(from https://adminlte.io/themes/dev/AdminLTE/index2.html)
09:45:34	52092/52092	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ac39c67-cb7c%22	https://adminlte.io/themes/dev/AdminLTE/plugins/chartjs-old/Chart.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/plugins/chartjs-old/Chart.min.js	(from https://adminlte.io/themes/dev/AdminLTE/index2.html)
09:45:34	10123/10123	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ab979fa-278b%22	https://adminlte.io/themes/dev/AdminLTE/dist/js/pages/dashboard2.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/js/pages/dashboard2.js	(from https://adminlte.io/themes/dev/AdminLTE/index2.html)
09:45:35	26711/26711	---M-Z	200	added ('OK')	text/css	etag:%221544639719%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.4.0/css/font-awesome.min.css	C:/My%20Web%20Sites/AdminLTE/maxcdn.bootstrapcdn.com/font-awesome/4.4.0/css/font-awesome.min.css	(from https://adminlte.io/themes/dev/AdminLTE/pages/widgets.html)
09:45:39	8191/8191	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b4b9874-1fff%22	https://adminlte.io/themes/dev/AdminLTE/dist/js/adminlte.min.js	C:/My%20Web%20Sites/AdminLTE/adminlte.io/themes/dev/AdminLTE/dist/js/adminlte.min.js	(from https://adminlte.io/themes/dev/AdminLTE/pages/widgets.html)
